$1
1	0	1	0	0	1	1	1	1	0	1	0	0	0	0
1	0	0	0	1	0	0	1	1	0	1	0	1	0	1
0	1	0	1	0	1	1	1	0	0	0	1	0	1	0
0	0	1	1	0	1	1	1	0	0	0	1	0	0	0
0	0	1	0	0	1	1	1	0	0	0	1	0	1	0
0	1	1	1	0	1	0	1	0	0	0	0	1	0	1
1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
1	1	0	0	0	1	1	1	0	0	0	1	1	0	0
1	1	1	1	0	0	1	1	1	1	0	1	0	1	1
1	1	1	1	0	1	1	0	0	0	0	1	0	1	1
0	0	0	1	0	0	1	1	0	1	1	1	1	0	0
0	0	0	0	0	1	1	0	1	0	1	0	1	0	0
0	1	0	0	0	1	1	1	1	0	1	1	1	0	1
0	1	0	1	0	0	1	1	0	1	1	1	0	1	1
$1
1	0	1	0	0	1	1	1	1	0	1	0	0	0	0
1	0	0	0	1	0	0	1	1	0	1	0	1	0	1
0	1	0	1	0	1	1	1	0	0	0	1	0	1	0
0	0	1	1	0	1	1	1	0	0	0	1	0	0	0
0	0	1	0	0	1	1	1	0	0	0	1	0	1	0
0	1	1	1	0	1	0	1	0	0	0	0	1	0	1
1	1	1	0	0	0	1	0	0	0	0	0	0	0	1
1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
1	1	0	0	0	1	1	1	0	0	0	1	1	0	0
1	1	1	1	0	0	1	1	1	1	0	1	0	1	1
1	1	1	1	0	1	1	0	0	0	0	1	0	1	1
0	0	0	1	0	0	1	1	0	1	1	1	1	0	0
0	0	0	0	0	1	1	0	1	0	1	0	1	0	0
0	1	0	0	0	1	1	1	1	0	1	1	1	0	1
0	1	0	1	0	0	1	1	0	1	1	1	0	1	1
$2
1	0	1	1	0	0	1	0	1	1	0	1	1	1	1
1	1	0	1	0	1	1	0	1	1	1	0	1	1	1
0	1	0	1	1	0	1	0	1	1	0	1	1	0	0
0	0	1	0	0	1	1	1	1	1	1	1	1	0	0
1	0	1	0	0	0	1	1	1	0	0	1	1	0	1
1	1	0	0	1	0	1	1	0	0	1	1	0	0	0
1	0	0	0	0	1	1	0	0	1	1	0	0	0	0
0	1	1	0	1	0	0	0	0	1	0	1	1	1	0
1	0	0	0	0	0	0	1	1	1	0	0	0	0	1
1	0	0	0	0	0	1	0	0	1	0	1	1	0	1
0	0	1	1	0	1	1	0	0	0	0	1	1	1	1
1	0	1	0	0	0	0	1	0	1	1	0	0	1	1
0	0	1	1	1	1	1	1	0	1	1	0	1	1	0
0	0	0	1	0	0	1	1	0	1	1	1	0	0	0
1	1	0	0	1	0	0	1	0	0	0	0	0	0	1
$3
0	1	0	0	0	1	0	1	1	0	1	0	1	1	1
1	1	1	0	1	1	0	0	1	0	1	0	1	1	0
1	0	1	0	1	1	0	0	1	0	0	1	0	0	1
1	1	1	0	0	1	0	0	0	1	1	1	1	0	0
0	0	1	1	1	1	0	0	0	1	1	0	0	0	1
0	1	0	1	0	0	1	0	0	0	1	1	0	0	1
0	1	0	1	0	0	1	0	1	0	0	0	0	0	1
0	0	0	0	1	0	0	1	0	1	1	1	1	0	0
1	0	0	1	1	0	1	1	1	1	0	1	1	1	1
1	1	0	0	1	0	1	1	1	0	0	0	1	0	0
0	1	0	1	0	1	1	1	1	1	1	1	1	1	1
0	0	1	0	1	0	0	1	1	0	0	1	1	0	0
0	0	1	0	0	1	1	1	0	1	1	1	0	0	0
0	1	1	1	0	0	0	0	0	0	1	1	0	0	0
1	1	1	1	1	0	0	1	0	0	0	1	0	1	0
$4
0	0	1	0	1	0	0	1	1	0	1	1	1	1	1
0	1	1	0	1	1	0	1	1	0	1	0	1	1	1
0	0	1	1	0	0	1	1	0	1	1	0	1	0	1
1	1	0	1	0	0	0	1	0	1	1	0	1	0	0
1	0	1	1	0	1	1	0	1	1	0	1	0	0	1
1	1	1	1	1	0	0	1	1	1	1	1	0	1	1
0	1	0	1	0	1	1	0	1	1	0	1	0	0	0
1	1	1	1	1	0	1	0	1	0	1	0	0	1	1
0	1	0	0	0	1	0	1	1	1	0	0	0	1	1
0	0	0	0	0	1	1	0	0	0	1	0	0	1	0
1	0	1	1	1	1	1	0	1	0	1	0	0	0	0
0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
0	1	0	1	1	0	0	0	0	0	0	0	1	1	1
0	0	1	1	0	0	0	0	1	1	0	0	1	0	0
0	0	0	0	1	1	0	0	1	0	1	1	0	0	1
$5
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0
1	1	0	0	1	1	0	1	1	1	1	0	0	0	1
0	0	1	0	1	1	1	1	0	1	1	0	1	0	1
0	0	0	0	0	0	1	0	0	1	1	0	1	1	1
1	0	1	0	0	1	1	1	1	0	1	1	0	1	1
1	0	0	1	0	1	1	0	1	0	1	1	0	0	0
1	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0	0	1	0	0	0	1	1	0	1	0	0	1	0	0
1	0	1	0	0	0	1	1	1	0	0	1	1	1	0
1	1	0	1	1	0	0	1	1	0	0	1	0	1	1
1	0	0	0	1	0	1	0	1	1	0	1	1	0	1
1	1	1	0	1	1	1	1	0	1	0	0	0	0	0
0	0	0	1	0	0	0	1	1	0	1	0	0	1	1
1	1	0	0	1	1	0	0	0	1	0	0	0	1	1
0	0	1	1	0	1	1	1	0	1	0	1	1	1	0
$6
0	1	1	0	1	0	0	1	1	1	1	0	1	0	0
0	0	1	1	1	0	0	1	0	1	1	1	0	0	0
0	0	1	1	0	1	1	1	1	0	0	1	1	1	1
1	0	1	1	1	0	1	0	0	1	0	1	1	1	1
1	1	1	0	0	1	1	0	1	1	0	1	1	0	0
1	0	0	1	0	0	0	1	0	0	1	1	0	0	0
1	0	0	0	1	0	1	1	1	1	0	1	1	0	0
0	0	1	1	0	0	0	0	1	1	1	0	1	0	1
1	1	1	0	1	0	1	0	1	1	0	0	1	1	1
1	0	0	1	0	1	1	0	0	1	1	0	0	0	0
1	1	0	0	0	0	1	0	0	0	0	1	0	1	1
0	0	0	1	0	0	0	0	1	0	1	1	0	0	1
0	1	0	0	1	1	0	0	1	1	1	1	0	0	1
1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
1	1	0	0	1	1	1	0	0	1	1	1	0	1	0
$7
0	0	1	1	1	0	1	0	1	0	0	0	1	0	1
0	1	0	1	0	1	1	1	0	0	0	1	1	1	0
1	0	0	1	1	0	1	1	1	0	0	0	1	0	1
1	1	0	1	1	1	1	1	0	1	1	1	0	1	0
0	0	1	0	0	0	0	0	0	0	1	1	1	1	1
0	1	0	0	1	0	0	1	0	0	0	1	0	0	1
1	1	1	1	0	0	0	0	0	0	0	1	0	0	1
1	1	1	1	0	0	0	0	0	1	0	1	0	1	0
0	0	1	1	1	0	0	1	0	0	0	0	1	1	1
0	0	1	0	1	1	0	0	0	1	1	1	1	0	1
0	1	0	1	0	1	1	0	1	1	0	0	0	0	0
0	0	1	0	0	1	1	0	1	0	1	0	0	1	1
1	1	1	1	1	1	1	1	0	1	1	0	1	0	1
1	0	1	0	0	1	1	1	0	1	0	1	0	1	0
1	1	0	0	0	1	1	1	0	0	0	0	0	0	1
$8
1	1	0	0	0	1	1	1	0	1	0	0	1	1	1
1	0	0	1	1	0	1	0	1	1	1	1	1	0	0
1	1	0	1	1	0	0	1	1	1	1	0	1	0	0
1	0	0	0	1	0	1	0	1	1	1	0	0	1	0
1	1	0	1	1	0	1	0	0	0	1	0	1	0	0
1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
0	0	1	1	0	0	1	1	0	0	1	0	0	0	0
1	1	1	1	0	1	1	1	0	0	0	1	0	0	0
0	1	1	0	0	1	0	1	1	0	0	0	0	0	1
0	0	1	0	1	1	1	1	1	1	1	0	0	1	0
1	0	0	0	1	0	1	0	0	0	0	1	1	1	0
0	1	0	0	1	0	0	1	0	0	1	1	0	1	1
0	0	1	1	1	1	1	1	1	0	0	1	1	1	1
0	1	1	1	1	1	0	1	0	0	0	1	0	0	1
1	0	1	1	1	0	0	0	1	0	0	1	0	0	1
$9
0	1	0	0	1	0	1	0	0	1	1	1	0	0	0
0	0	0	0	0	0	1	0	1	1	1	0	1	1	0
0	0	0	0	0	1	0	0	1	1	1	1	1	0	1
0	0	1	0	0	1	1	1	1	0	1	1	1	0	0
0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
1	0	0	1	1	1	0	1	1	1	0	1	0	1	0
1	0	1	1	0	1	0	0	1	0	1	0	1	0	0
1	1	1	0	1	0	0	1	1	0	0	0	1	0	1
0	0	0	0	0	1	1	0	0	1	1	0	0	1	0
1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	0	1	0	1	0	0	1	1	0	0	1	1	0
1	1	1	1	1	1	1	0	1	0	1	0	1	1	1
1	1	0	0	0	0	0	0	0	1	0	0	1	0	1
0	0	1	0	0	0	0	0	1	1	0	0	0	1	1
0	0	0	1	0	0	1	1	1	1	0	0	1	1	1
$10
0	0	1	1	1	1	0	1	1	0	1	1	0	1	1
1	0	1	1	0	1	0	1	1	1	1	0	0	0	0
0	0	1	0	0	0	1	1	1	0	0	0	0	1	1
0	1	0	0	0	0	1	0	1	0	0	0	1	0	1
0	0	1	1	0	1	1	1	0	1	1	1	0	0	0
1	1	1	0	1	0	0	1	0	0	1	1	1	0	0
0	0	1	1	0	1	0	0	0	1	0	0	0	1	1
0	0	0	0	0	1	1	1	1	1	1	0	1	1	1
1	0	0	1	1	1	0	1	0	0	1	1	1	0	0
0	1	0	0	1	1	1	1	0	1	1	1	0	1	0
0	0	0	0	1	1	1	1	0	0	1	1	0	0	0
0	1	1	1	1	0	1	0	1	0	1	0	1	0	1
1	1	0	0	1	0	0	0	1	1	1	1	1	1	0
1	1	0	0	0	0	1	0	0	0	0	0	1	0	1
1	1	1	0	0	1	1	0	0	0	0	1	0	0	0
$11
0	0	1	1	0	1	1	1	0	0	0	1	0	1	0
1	1	1	0	0	0	1	0	0	0	0	0	1	1	1
1	1	0	1	1	1	1	1	1	1	1	1	1	0	0
0	1	0	0	0	0	1	0	1	1	0	1	1	0	0
0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
1	1	0	0	0	1	0	1	0	0	1	0	1	1	1
0	1	0	1	0	1	1	0	1	1	1	1	1	0	1
0	0	0	1	1	1	1	0	0	1	1	0	1	1	1
0	0	0	0	1	0	1	0	0	1	1	0	0	1	1
1	0	1	1	1	1	0	0	0	0	1	1	0	0	0
1	1	0	1	1	0	0	0	1	1	1	1	1	1	0
1	1	0	0	1	0	0	1	1	0	1	1	1	1	0
1	0	0	1	1	1	0	0	0	0	0	0	0	1	0
0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0	0	1	1	1	1	0	0	1	0	0	1	1	1	0
$12
1	0	1	1	0	0	1	0	0	0	0	1	1	1	1
1	1	1	1	1	0	0	0	1	1	1	1	1	1	1
1	1	1	1	1	1	0	0	1	0	0	0	1	0	1
1	0	0	0	0	1	0	1	0	0	0	1	0	0	0
1	1	0	0	0	1	0	0	0	1	1	1	1	0	1
1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
1	1	1	0	0	1	1	1	1	0	0	1	1	0	0
0	1	0	0	1	1	0	1	0	1	1	0	0	0	1
0	0	0	1	0	0	0	1	0	0	1	1	1	0	0
0	0	1	0	1	0	1	1	0	1	1	1	1	1	1
0	1	0	1	1	1	1	0	1	0	0	0	0	1	1
0	0	1	1	1	0	1	1	0	0	0	1	0	0	0
0	1	0	0	0	0	1	1	0	0	0	1	1	0	1
0	0	1	0	0	0	1	1	0	0	0	0	0	0	1
0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
$13
0	0	0	0	0	1	1	0	0	1	1	1	1	0	0
0	1	1	1	1	0	1	1	1	0	1	1	0	1	0
0	0	1	0	0	0	0	1	0	1	1	1	0	0	1
1	1	0	0	0	1	0	1	1	1	0	1	0	0	0
1	1	0	0	0	0	1	0	0	1	1	1	1	0	1
1	0	0	1	1	0	0	0	0	1	1	0	0	0	0
1	0	0	0	0	1	0	0	0	0	1	0	1	1	1
0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
0	1	0	1	1	1	0	1	1	1	1	0	0	1	1
1	1	0	1	1	1	1	0	1	0	0	1	0	1	1
0	0	0	0	1	1	1	1	1	1	1	0	0	1	1
1	1	0	0	0	1	0	1	1	0	0	1	1	0	1
0	1	1	0	1	0	1	0	0	1	1	1	1	0	1
0	1	1	0	0	1	1	0	0	0	0	0	1	0	0
0	0	1	1	0	1	1	1	0	1	1	0	1	1	0
$14
0	1	0	1	0	0	0	0	1	1	1	0	0	1	0
1	0	0	1	0	1	1	1	1	0	1	1	1	1	0
0	0	1	0	1	0	1	1	1	1	0	0	0	1	0
0	0	1	0	0	1	1	0	1	1	1	0	0	0	0
0	1	1	0	1	0	1	0	1	0	0	1	1	1	0
0	0	1	1	1	1	1	1	0	0	1	0	0	1	0
1	1	0	1	0	0	0	1	0	0	1	1	0	0	0
0	1	1	1	1	0	0	1	1	0	0	0	0	1	0
1	0	0	1	0	1	1	0	0	0	0	0	0	0	1
1	1	1	0	0	0	0	1	0	0	1	1	1	1	0
1	1	1	0	0	1	1	1	0	1	0	0	0	0	1
0	0	1	1	1	1	1	1	1	0	1	0	1	1	0
0	0	0	1	1	1	1	0	0	0	1	1	1	0	1
0	0	0	1	1	1	1	1	0	1	1	1	1	1	0
0	0	0	0	0	0	0	1	1	1	1	0	0	0	1
$15
0	0	0	1	1	0	0	1	1	0	1	1	1	1	0
0	0	0	0	1	1	1	0	1	1	1	0	1	1	0
1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
1	0	1	1	1	0	1	0	0	0	1	0	0	0	0
0	0	0	0	1	0	0	0	1	0	0	1	0	0	1
0	1	0	1	1	1	1	1	1	0	1	0	1	1	1
1	1	1	1	1	1	1	0	0	1	0	1	1	0	1
1	1	1	0	1	1	1	1	1	1	1	0	0	1	0
1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	1	1	1	1	0	1	1	0	0	0	0	1
1	0	1	0	1	0	0	0	1	0	0	1	1	1	1
0	0	0	1	1	0	0	0	1	1	1	0	1	1	1
1	0	0	0	1	1	0	0	1	1	1	0	0	1	1
0	0	1	0	0	0	1	0	1	0	0	1	1	0	1
1	1	1	0	0	0	0	1	1	1	0	1	0	0	1
$16
1	0	1	0	1	1	1	1	0	0	1	1	1	1	0
0	1	0	1	1	1	1	0	0	0	1	0	0	1	1
0	1	1	0	1	0	1	1	0	0	0	1	0	1	1
1	1	1	0	0	0	0	1	1	0	1	0	0	1	1
